kdprov;nmprov;kdkab;nmkab;kdkec;nmkec;kddesa;nmdesa;iddesa;idSLS;nama_sls;jenis_sls;est_TOTAL_UMKM;J_KK_final
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280011; RT 011  003 DUSUN 002      ;SLS;9;47
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280012; RT 012  003 DUSUN 002      ;SLS;18;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280013; RT 013  004 DUSUN 002      ;SLS;12;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280014; RT 014  004 DUSUN 002      ;SLS;14;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280015; RT 015  005 DUSUN 003      ;SLS;11;58
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280016; RT 016  005 DUSUN 003      ;SLS;17;46
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280017; RT 017  005 DUSUN 003      ;SLS;9;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280018; RT 018  005 DUSUN 003      ;SLS;100;41
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280019; RT 019  005 DUSUN 003      ;SLS;9;58
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280020; RT 020  006 DUSUN 003      ;SLS;12;62
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280021; RT 021  006 DUSUN 003      ;SLS;10;48
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280022; RT 022  006 DUSUN 003      ;SLS;9;36
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280023; RT 023  006 DUSUN 003      ;SLS;11;35
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280024; RT 024  006 DUSUN 003      ;SLS;6;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280025; RT 025  007 DUSUN 004      ;SLS;11;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280026; RT 026  007 DUSUN 004      ;SLS;8;31
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280027; RT 027  007 DUSUN 004      ;SLS;7;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280028; RT 028  007 DUSUN 004      ;SLS;7;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280029; RT 029  007 DUSUN 004      ;SLS;6;31
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280030; RT 030  008 DUSUN 004      ;SLS;10;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280031; RT 031  008 DUSUN 004      ;SLS;10;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280032; RT 032  008 DUSUN 004      ;SLS;10;51
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280033; RT 033  008 DUSUN 004      ;SLS;10;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280034; RT 034  008 DUSUN 004      ;SLS;11;62
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;028;MAKARTI MULYA;1602020028;16020200280035; RT 035  008 DUSUN 004      ;SLS;5;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290001; RT 001  001 DUSUN 1      ;SLS;12;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290002; RT 002  001 DUSUN 1      ;SLS;9;41
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290003; RT 003  001 DUSUN 1      ;SLS;11;35
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290004; RT 004  001 DUSUN 1      ;SLS;15;30
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290005; RT 005  001 DUSUN 1      ;SLS;9;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290006; RT 006  001 DUSUN 1      ;SLS;11;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290007; RT 007  001 DUSUN 1      ;SLS;7;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290008; RT 008  001 DUSUN 1      ;SLS;5;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290009; RT 009  001 DUSUN 1      ;SLS;11;48
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290010; RT 001  001 DUSUN 2      ;SLS;12;45
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290011; RT 002  001 DUSUN 2      ;SLS;8;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290012; RT 003  001 DUSUN 2      ;SLS;86;49
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290013; RT 004  001 DUSUN 2      ;SLS;12;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290014; RT 005  001 DUSUN 2      ;SLS;15;53
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290015; RT 006  001 DUSUN 2      ;SLS;6;36
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290016; RT 007  001 DUSUN 2      ;SLS;9;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290017; RT 001  001 DUSUN 3      ;SLS;16;48
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290018; RT 002  001 DUSUN 3      ;SLS;10;31
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290019; RT 003  001 DUSUN 3      ;SLS;7;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290020; RT 004  001 DUSUN 3      ;SLS;8;43
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290021; RT 005  001 DUSUN 3      ;SLS;5;30
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290022; RT 006  001 DUSUN 3      ;SLS;7;41
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290023; RT 001  001 DUSUN 4      ;SLS;14;60
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290024; RT 002  001 DUSUN 4      ;SLS;23;49
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290025; RT 003  001 DUSUN 4      ;SLS;8;39
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290026; RT 004  001 DUSUN 4      ;SLS;8;39
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290027; RT 005  001 DUSUN 4      ;SLS;9;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;029;SUKA MUKTI;1602020029;16020200290028; RT 006  001 DUSUN 4      ;SLS;6;47
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;031;SUNGAI SODONG;1602020031;16020200310001; RT 001 DUSUN 001      ;SLS;17;93
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;031;SUNGAI SODONG;1602020031;16020200310002; RT 002 DUSUN 001      ;SLS;5;20
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;031;SUNGAI SODONG;1602020031;16020200310003; RT 003 DUSUN 002      ;SLS;13;61
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;031;SUNGAI SODONG;1602020031;16020200310004; RT 004 DUSUN 002      ;SLS;14;60
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;031;SUNGAI SODONG;1602020031;16020200310005; RT 005 DUSUN 003      ;SLS;7;36
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;031;SUNGAI SODONG;1602020031;16020200310006; RT 006 DUSUN 003      ;SLS;12;59
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320001; RT 001  001 DUSUN 1      ;SLS;12;39
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320002; RT 002  001 DUSUN 1      ;SLS;9;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320003; RT 003  001 DUSUN 1      ;SLS;9;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320004; RT 001  002 DUSUN 2      ;SLS;14;43
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320005; RT 002  002 DUSUN 2      ;SLS;14;58
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320006; RT 003  002 DUSUN 2      ;SLS;86;46
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320007; RT 004  002 DUSUN 2      ;SLS;11;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320008; RT 001  003 DUSUN 3      ;SLS;11;54
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320009; RT 002  003 DUSUN 3      ;SLS;9;28
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320010; RT 003  003 DUSUN 3      ;SLS;8;30
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320011; RT 001  004 DUSUN 4      ;SLS;11;54
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320012; RT 002  004 DUSUN 4      ;SLS;9;44
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;032;MEKAR WANGI;1602020032;16020200320013; RT 003  004 DUSUN 4      ;SLS;11;43
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330001; RT 001 DUSUN 001      ;SLS;17;57
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330002; RT 002 DUSUN 001      ;SLS;8;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330003; RT 003 DUSUN 001      ;SLS;22;91
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330004; RT 001 DUSUN 002      ;SLS;10;51
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330005; RT 002 DUSUN 002      ;SLS;8;36
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330006; RT 001 DUSUN 003      ;SLS;13;52
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330007; RT 002 DUSUN 003      ;SLS;10;35
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330008; RT 003 DUSUN 003      ;SLS;17;78
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330009; RT 001 DUSUN 004      ;SLS;15;74
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;033;KARYA MUKTI;1602020033;16020200330010; RT 002 DUSUN 004      ;SLS;16;74
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490001; RT 001  001 DUSUN 001      ;SLS;12;61
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490002; RT 002  001 DUSUN 001      ;SLS;9;47
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490003; RT 003  001 DUSUN 001      ;SLS;5;27
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490004; RT 004  002 DUSUN 002      ;SLS;4;22
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490005; RT 005  002 DUSUN 002      ;SLS;7;28
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490006; RT 006  003 DUSUN 003      ;SLS;14;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490007; RT 007  003 DUSUN 003      ;SLS;16;71
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490008; RT 008  004 DUSUN 004      ;SLS;5;19
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490011; RT 009  005 DUSUN 005      ;SLS;8;48
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490012; RT 010  005 DUSUN 005      ;SLS;8;43
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490014; RT 011  006 DUSUN 006      ;SLS;5;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490015; RT 012  006 DUSUN 006      ;SLS;6;32
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490016; RT 013  006 DUSUN 006      ;SLS;2;5
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490017; RT 014   007 DUSUN 007      ;SLS;9;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;049;PAGAR DEWA;1602020049;16020200490019; RT 015  007 DUSUN 007      ;SLS;5;23
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500001; RT 001 DUSUN 001      ;SLS;14;82
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500002; RT 002 DUSUN 001      ;SLS;7;44
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500003; RT 003 DUSUN 001      ;SLS;1;7
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500004; RT 004 DUSUN 001      ;SLS;4;19
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500005; RT 001 DUSUN 002      ;SLS;12;74
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500006; RT 002 DUSUN 002      ;SLS;11;55
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500007; RT 003 DUSUN 002      ;SLS;10;57
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500008; RT 001 DUSUN 003      ;SLS;5;27
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500009; RT 002 DUSUN 003      ;SLS;5;25
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;050;KOTA BARU;1602020050;16020200500010; RT 003 DUSUN 003      ;SLS;5;32
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510001; RT 001 DUSUN 001      ;SLS;9;47
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510002; RT 001 DUSUN 002      ;SLS;14;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510003; RT 002 DUSUN 002      ;SLS;16;58
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510004; RT 003 DUSUN 002      ;SLS;7;33
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510005; RT 004 DUSUN 002      ;SLS;12;55
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510006; RT 001 DUSUN 003      ;SLS;14;56
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510007; RT 001 DUSUN 004      ;SLS;5;23
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;051;SIDO BASUKI;1602020051;16020200510008; RT 002 DUSUN 004      ;SLS;8;28
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520001; RT 001 DUSUN 001      ;SLS;16;54
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520002; RT 002 DUSUN 001      ;SLS;12;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520003; RT 003 DUSUN 001      ;SLS;7;39
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520004; RT 004 DUSUN 002      ;SLS;16;55
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520005; RT 005 DUSUN 002      ;SLS;10;40
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520006; RT 006 DUSUN 003      ;SLS;9;36
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;052;PEMATANG KASIH;1602020052;16020200520007; RT 007 DUSUN 003      ;SLS;9;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530001; RT 1  1 DUSUN 1      ;SLS;14;70
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530002; RT 2  1 DUSUN 1      ;SLS;13;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530003; RT 1  2 DUSUN 2      ;SLS;19;95
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530004; RT 2  2 DUSUN 2      ;SLS;31;73
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530005; RT 1  3 DUSUN 3      ;SLS;14;64
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530006; RT 2  3 DUSUN 3      ;SLS;19;67
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530007; RT 1  4 DUSUN 4      ;SLS;19;86
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530008; RT 1  5 DUSUN 5      ;SLS;25;71
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530009; RT 1  6 DUSUN 6      ;SLS;14;52
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;020;MESUJI;053;LABUHAN JAYA;1602020053;16020200530010; RT 2  6 DUSUN 6      ;SLS;16;66
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010001; RT 001 DUSUN 01      ;SLS;9;42
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010002; RT 002 DUSUN 02      ;SLS;7;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010003; RT 003 DUSUN 03      ;SLS;3;12
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010004; RT 004 DUSUN 04      ;SLS;6;25
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010005; RT 005 DUSUN 05      ;SLS;7;36
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010006; RT 006 DUSUN 06      ;SLS;7;20
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010007; RT 007 DUSUN 04      ;SLS;6;25
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;001;SUNGAI TEPUK;1602021001;16020210010008; RT 008 DUSUN 05      ;SLS;7;37
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020001; RT 1 DUSUN 1      ;SLS;20;106
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020002; RT 2 DUSUN 1      ;SLS;12;78
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020003; RT 3 DUSUN 2      ;SLS;86;130
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020004; RT 4 DUSUN 2      ;SLS;25;127
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020005; RT 5 DUSUN 3      ;SLS;16;84
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020006; RT 6 DUSUN 3      ;SLS;20;87
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020007; RT 7 DUSUN 3      ;SLS;15;87
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020008; RT 8 DUSUN 4      ;SLS;15;63
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020009; RT 9 DUSUN 4      ;SLS;16;98
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020010; RT 10 DUSUN 4      ;SLS;11;59
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020011; RT 11 DUSUN3      ;SLS;14;27
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020012; RT 12 DUSUN 5      ;SLS;24;134
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;002;SIDO MULYO;1602021002;16020210020013; RT 13 DUSUN 5      ;SLS;17;65
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030001; RT 1 DUSUN 1      ;SLS;15;69
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030002; RT 2 DUSUN 1      ;SLS;22;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030003; RT 3 DUSUN 1      ;SLS;13;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030004; RT 4 DUSUN 2      ;SLS;14;68
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030005; RT 5 DUSUN 2      ;SLS;7;43
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030006; RT 6 DUSUN 2      ;SLS;9;50
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030007; RT 7 DUSUN 2      ;SLS;6;38
16;SUMATERA SELATAN;02;OGAN KOMERING ILIR;021;SUNGAI MENANG;003;TALANG JAYA;1602021003;16020210030008; RT 8 DUSUN 3      ;SLS;9;43
